timestamp,bus,can_id,payload
1749529926.952294,vcan0,603,00
1749529926.952331,vcan0,606,00
1749529926.952375,vcan0,607,00000000
1749529927.155398,vcan0,600,00000000
1749529927.155463,vcan0,602,00000000
1749529927.155502,vcan0,601,00000000
1749529927.155536,vcan0,604,00
1749529927.155564,vcan0,603,00
1749529927.155591,vcan0,606,00
1749529927.155625,vcan0,607,00000000
1749529927.358355,vcan0,600,3ECCCCCD
1749529927.358415,vcan0,602,00000000
1749529927.358449,vcan0,601,00000000
1749529927.358481,vcan0,604,00
1749529927.358507,vcan0,603,00
1749529927.358533,vcan0,606,00
1749529927.358563,vcan0,607,00000000
1749529927.565457,vcan0,600,00000000
1749529927.565540,vcan0,602,00000000
1749529927.565593,vcan0,601,00000000
1749529927.565643,vcan0,604,00
1749529927.565689,vcan0,603,00
1749529927.565736,vcan0,606,00
1749529927.565789,vcan0,607,00000000
1749529927.772441,vcan0,600,00000000
1749529927.772508,vcan0,602,00000000
1749529927.772542,vcan0,601,00000000
1749529927.772573,vcan0,604,00
1749529927.772600,vcan0,603,00
1749529927.772626,vcan0,606,00
1749529927.772655,vcan0,607,00000000
1749529927.977673,vcan0,600,00000000
1749529927.977741,vcan0,602,00000000
1749529927.977772,vcan0,601,00000000
1749529927.977803,vcan0,604,00
1749529927.977830,vcan0,603,00
1749529927.977858,vcan0,606,00
1749529927.977891,vcan0,607,00000000
1749529928.124408,vcan0,60D,00000000
1749529928.188349,vcan0,600,00000000
1749529928.188405,vcan0,602,00000000
1749529928.188438,vcan0,601,00000000
1749529928.188469,vcan0,604,00
1749529928.188496,vcan0,603,00
1749529928.188522,vcan0,606,00
1749529928.188553,vcan0,607,00000000
1749529928.392399,vcan0,60D,00000010
1749529928.392465,vcan0,600,00000000
1749529928.392501,vcan0,602,00000000
1749529928.392532,vcan0,601,00000000
1749529928.392563,vcan0,604,00
1749529928.392590,vcan0,603,00
1749529928.392615,vcan0,606,00
1749529928.392642,vcan0,607,00000000
1749529928.596358,vcan0,600,00000000
1749529928.596421,vcan0,602,00000000
1749529928.596459,vcan0,601,00000000
1749529928.596496,vcan0,604,00
1749529928.596525,vcan0,603,00
1749529928.596553,vcan0,606,00
1749529928.596585,vcan0,607,00000000
1749529928.801615,vcan0,600,00000000
1749529928.801673,vcan0,602,00000000
1749529928.801706,vcan0,601,00000000
1749529928.801737,vcan0,604,00
1749529928.801762,vcan0,603,00
1749529928.801787,vcan0,606,00
1749529928.801817,vcan0,607,00000000
1749529929.014790,vcan0,600,00000000
1749529929.014863,vcan0,602,00000000
1749529929.014909,vcan0,601,00000000
1749529929.014953,vcan0,604,00
1749529929.014989,vcan0,603,00
1749529929.015026,vcan0,606,00
1749529929.015091,vcan0,607,00000000
1749529929.237959,vcan0,600,00000000
1749529929.238037,vcan0,602,00000000
1749529929.238100,vcan0,601,00000000
1749529929.238134,vcan0,604,00
1749529929.238163,vcan0,603,00
1749529929.238192,vcan0,606,00
1749529929.238225,vcan0,607,00000000
1749529929.475287,vcan0,600,3F800000
1749529929.475398,vcan0,602,00000000
1749529929.475453,vcan0,601,00000000
1749529929.475503,vcan0,604,00
1749529929.475548,vcan0,603,00
1749529929.475595,vcan0,606,00
1749529929.475648,vcan0,607,00000000
1749529929.703594,vcan0,600,3F800000
1749529929.703655,vcan0,602,3E4CCCCD
1749529929.703694,vcan0,601,00000000
1749529929.703727,vcan0,604,00
1749529929.703756,vcan0,603,00
1749529929.703783,vcan0,606,00
1749529929.703817,vcan0,607,00000000
1749529929.913360,vcan0,600,3F800000
1749529929.913423,vcan0,602,00000000
1749529929.913460,vcan0,601,00000000
1749529929.913492,vcan0,604,00
1749529929.913519,vcan0,603,00
1749529929.913545,vcan0,606,00
1749529929.913574,vcan0,607,00000000
1749529930.118377,vcan0,600,3F800000
1749529930.118439,vcan0,602,00000000
1749529930.118472,vcan0,601,00000000
1749529930.118504,vcan0,604,00
1749529930.118530,vcan0,603,00
1749529930.118555,vcan0,606,00
1749529930.118586,vcan0,607,00000000
1749529930.327316,vcan0,600,3F800000
1749529930.327403,vcan0,602,3DCCCCCD
1749529930.327454,vcan0,601,00000000
1749529930.327501,vcan0,604,00
1749529930.327548,vcan0,603,00
1749529930.327592,vcan0,606,00
1749529930.327641,vcan0,607,00000000
1749529930.542342,vcan0,600,3F800000
1749529930.542402,vcan0,602,00000000
1749529930.542437,vcan0,601,00000000
1749529930.542468,vcan0,604,00
1749529930.542495,vcan0,603,00
1749529930.542521,vcan0,606,00
1749529930.542553,vcan0,607,00000000
1749529930.755450,vcan0,600,3F800000
1749529930.755514,vcan0,602,00000000
1749529930.755550,vcan0,601,00000000
1749529930.755583,vcan0,604,00
1749529930.755611,vcan0,603,00
1749529930.755637,vcan0,606,00
1749529930.755668,vcan0,607,00000000
1749529930.962364,vcan0,600,3F800000
1749529930.962423,vcan0,602,3DCCCCCD
1749529930.962457,vcan0,601,00000000
1749529930.962488,vcan0,604,00
1749529930.962514,vcan0,603,00
1749529930.962539,vcan0,606,00
1749529930.962569,vcan0,607,00000000
1749529931.166366,vcan0,600,3F800000
1749529931.166448,vcan0,602,3E4CCCCD
1749529931.166484,vcan0,601,00000000
1749529931.166518,vcan0,604,00
1749529931.166545,vcan0,603,00
1749529931.166571,vcan0,606,00
1749529931.166621,vcan0,607,00000000
1749529931.379466,vcan0,600,3F800000
1749529931.379600,vcan0,602,3E99999A
1749529931.379650,vcan0,601,00000000
1749529931.379695,vcan0,604,00
1749529931.379734,vcan0,603,00
1749529931.379774,vcan0,606,00
1749529931.379817,vcan0,607,00000000
1749529931.590738,vcan0,600,3F800000
1749529931.590816,vcan0,602,3ECCCCCD
1749529931.590863,vcan0,601,00000000
1749529931.590924,vcan0,604,00
1749529931.590962,vcan0,603,00
1749529931.591003,vcan0,606,00
1749529931.591046,vcan0,607,00000000
1749529931.813730,vcan0,600,00000000
1749529931.813817,vcan0,602,3F000000
1749529931.813873,vcan0,601,00000000
1749529931.813909,vcan0,604,00
1749529931.813939,vcan0,603,00
1749529931.813967,vcan0,606,00
1749529931.814001,vcan0,607,00000000
1749529932.035851,vcan0,600,00000000
1749529932.035916,vcan0,602,00000000
1749529932.035970,vcan0,601,00000000
1749529932.036005,vcan0,604,00
1749529932.036036,vcan0,603,00
1749529932.036091,vcan0,606,00
1749529932.036145,vcan0,607,00000000
1749529932.249462,vcan0,600,3F666668
1749529932.249556,vcan0,602,00000000
1749529932.249611,vcan0,601,00000000
1749529932.249665,vcan0,604,00
1749529932.249708,vcan0,603,00
1749529932.249750,vcan0,606,00
1749529932.249813,vcan0,607,00000000
1749529932.459525,vcan0,600,3F800000
1749529932.459610,vcan0,602,00000000
1749529932.459661,vcan0,601,00000000
1749529932.459695,vcan0,604,00
1749529932.459724,vcan0,603,00
1749529932.459752,vcan0,606,00
1749529932.459800,vcan0,607,00000000
1749529932.668527,vcan0,600,3F800000
1749529932.668612,vcan0,602,00000000
1749529932.668667,vcan0,601,00000000
1749529932.668732,vcan0,604,00
1749529932.668778,vcan0,603,00
1749529932.668824,vcan0,606,00
1749529932.668891,vcan0,607,00000000
1749529932.882370,vcan0,600,3F800000
1749529932.882441,vcan0,602,3DCCCCCD
1749529932.882481,vcan0,601,00000000
1749529932.882518,vcan0,604,00
1749529932.882547,vcan0,603,00
1749529932.882575,vcan0,606,00
1749529932.882609,vcan0,607,00000000
1749529933.096413,vcan0,600,3F800000
1749529933.096474,vcan0,602,3E4CCCCD
1749529933.096510,vcan0,601,00000000
1749529933.096542,vcan0,604,00
1749529933.096569,vcan0,603,00
1749529933.096596,vcan0,606,00
1749529933.096628,vcan0,607,00000000
1749529933.297357,vcan0,600,3F800000
1749529933.297427,vcan0,602,3E99999A
1749529933.297466,vcan0,601,00000000
1749529933.297500,vcan0,604,00
1749529933.297529,vcan0,603,00
1749529933.297556,vcan0,606,00
1749529933.297589,vcan0,607,00000000
1749529933.517120,vcan0,600,3F800000
1749529933.517180,vcan0,602,00000000
1749529933.517216,vcan0,601,00000000
1749529933.517247,vcan0,604,00
1749529933.517276,vcan0,603,00
1749529933.517304,vcan0,606,00
1749529933.517336,vcan0,607,00000000
1749529933.723317,vcan0,600,3F800000
1749529933.723379,vcan0,602,00000000
1749529933.723415,vcan0,601,00000000
1749529933.723446,vcan0,604,00
1749529933.723473,vcan0,603,00
1749529933.723499,vcan0,606,00
1749529933.723529,vcan0,607,00000000
1749529933.931417,vcan0,600,00000000
1749529933.931503,vcan0,602,00000000
1749529933.931560,vcan0,601,00000000
1749529933.931612,vcan0,604,00
1749529933.931655,vcan0,603,00
1749529933.931696,vcan0,606,00
1749529933.931744,vcan0,607,00000000
1749529934.140352,vcan0,600,00000000
1749529934.140425,vcan0,602,BDCCCCCD
1749529934.140467,vcan0,601,00000000
1749529934.140504,vcan0,604,00
1749529934.140534,vcan0,603,00
1749529934.140563,vcan0,606,00
1749529934.140597,vcan0,607,00000000
1749529934.348433,vcan0,600,00000000
1749529934.348516,vcan0,602,BE4CCCCD
1749529934.348579,vcan0,601,00000000
1749529934.348629,vcan0,604,00
1749529934.348673,vcan0,603,00
1749529934.348717,vcan0,606,00
1749529934.348772,vcan0,607,00000000
1749529934.556403,vcan0,600,00000000
1749529934.556478,vcan0,602,00000000
1749529934.556528,vcan0,601,00000000
1749529934.556579,vcan0,604,00
1749529934.556621,vcan0,603,00
1749529934.556674,vcan0,606,00
1749529934.556720,vcan0,607,00000000
1749529934.763338,vcan0,600,00000000
1749529934.763401,vcan0,602,00000000
1749529934.763437,vcan0,601,00000000
1749529934.763467,vcan0,604,00
1749529934.763492,vcan0,603,00
1749529934.763525,vcan0,606,00
1749529934.763556,vcan0,607,00000000
1749529934.971293,vcan0,600,00000000
1749529934.971351,vcan0,602,00000000
1749529934.971397,vcan0,601,00000000
1749529934.971430,vcan0,604,00
1749529934.971459,vcan0,603,00
1749529934.971489,vcan0,606,00
1749529934.971522,vcan0,607,00000000
1749529935.180278,vcan0,600,00000000
1749529935.180339,vcan0,602,00000000
1749529935.180377,vcan0,601,00000000
1749529935.180409,vcan0,604,00
1749529935.180436,vcan0,603,00
1749529935.180462,vcan0,606,00
1749529935.180492,vcan0,607,00000000
1749529935.388333,vcan0,600,00000000
1749529935.388396,vcan0,602,00000000
1749529935.388432,vcan0,601,00000000
1749529935.388466,vcan0,604,00
1749529935.388492,vcan0,603,00
1749529935.388518,vcan0,606,00
1749529935.388549,vcan0,607,00000000
1749529935.596375,vcan0,600,00000000
1749529935.596456,vcan0,602,00000000
1749529935.596506,vcan0,601,00000000
1749529935.596548,vcan0,604,00
1749529935.596586,vcan0,603,00
1749529935.596622,vcan0,606,00
1749529935.596669,vcan0,607,00000000
1749529935.803321,vcan0,600,3F333334
1749529935.803387,vcan0,602,BDCCCCCD
1749529935.803441,vcan0,601,00000000
1749529935.803476,vcan0,604,00
1749529935.803505,vcan0,603,00
1749529935.803533,vcan0,606,00
1749529935.803567,vcan0,607,00000000
1749529936.011368,vcan0,600,00000000
1749529936.011435,vcan0,602,00000000
1749529936.011472,vcan0,601,00000000
1749529936.011507,vcan0,604,00
1749529936.011535,vcan0,603,00
1749529936.011564,vcan0,606,00
1749529936.011597,vcan0,607,00000000
1749529936.220386,vcan0,600,00000000
1749529936.220477,vcan0,602,00000000
1749529936.220540,vcan0,601,00000000
1749529936.220584,vcan0,604,00
1749529936.220634,vcan0,603,00
1749529936.220674,vcan0,606,00
1749529936.220715,vcan0,607,00000000
1749529936.428360,vcan0,600,00000000
1749529936.428458,vcan0,602,00000000
1749529936.428516,vcan0,601,00000000
1749529936.428569,vcan0,604,00
1749529936.428615,vcan0,603,00
1749529936.428671,vcan0,606,00
1749529936.428725,vcan0,607,00000000
1749529936.636306,vcan0,600,3F800000
1749529936.636383,vcan0,602,00000000
1749529936.636431,vcan0,601,00000000
1749529936.636474,vcan0,604,00
1749529936.636512,vcan0,603,00
1749529936.636549,vcan0,606,00
1749529936.636591,vcan0,607,00000000
1749529936.843340,vcan0,600,3F800000
1749529936.843424,vcan0,602,00000000
1749529936.843480,vcan0,601,00000000
1749529936.843531,vcan0,604,00
1749529936.843575,vcan0,603,00
1749529936.843618,vcan0,606,00
1749529936.843662,vcan0,607,00000000
1749529937.052395,vcan0,600,00000000
1749529937.052481,vcan0,602,00000000
1749529937.052555,vcan0,601,00000000
1749529937.052608,vcan0,604,00
1749529937.052653,vcan0,603,00
1749529937.052695,vcan0,606,00
1749529937.052751,vcan0,607,00000000
1749529937.260325,vcan0,600,00000000
1749529937.260409,vcan0,602,00000000
1749529937.260463,vcan0,601,00000000
1749529937.260511,vcan0,604,00
1749529937.260556,vcan0,603,00
1749529937.260599,vcan0,606,00
1749529937.260647,vcan0,607,00000000
1749529937.468308,vcan0,600,3F800000
1749529937.468374,vcan0,602,00000000
1749529937.468414,vcan0,601,00000000
1749529937.468447,vcan0,604,00
1749529937.468473,vcan0,603,00
1749529937.468499,vcan0,606,00
1749529937.468531,vcan0,607,00000000
1749529937.676306,vcan0,600,3F800000
1749529937.676370,vcan0,602,00000000
1749529937.676408,vcan0,601,00000000
1749529937.676439,vcan0,604,00
1749529937.676465,vcan0,603,00
1749529937.676492,vcan0,606,00
1749529937.676523,vcan0,607,00000000
1749529937.883425,vcan0,600,3F800000
