timestamp,bus,can_id,payload
1749529915.142578,vcan0,600,00000000
1749529915.142666,vcan0,602,00000000
1749529915.142724,vcan0,601,00000000
1749529915.142776,vcan0,604,00
1749529915.142822,vcan0,603,00
1749529915.142867,vcan0,606,00
1749529915.142920,vcan0,607,00000000
1749529915.350589,vcan0,600,00000000
1749529915.350683,vcan0,602,00000000
1749529915.350744,vcan0,601,00000000
1749529915.350809,vcan0,604,00
1749529915.350849,vcan0,603,00
1749529915.350889,vcan0,606,00
1749529915.350932,vcan0,607,00000000
1749529915.558552,vcan0,600,00000000
1749529915.558614,vcan0,602,00000000
1749529915.558651,vcan0,601,00000000
1749529915.558684,vcan0,604,00
1749529915.558712,vcan0,603,00
1749529915.558738,vcan0,606,00
1749529915.558770,vcan0,607,00000000
1749529915.767518,vcan0,600,00000000
1749529915.767586,vcan0,602,00000000
1749529915.767624,vcan0,601,00000000
1749529915.767660,vcan0,604,00
1749529915.767690,vcan0,603,00
1749529915.767718,vcan0,606,00
1749529915.767752,vcan0,607,00000000
1749529915.978512,vcan0,600,00000000
1749529915.978578,vcan0,602,00000000
1749529915.978616,vcan0,601,00000000
1749529915.978652,vcan0,604,00
1749529915.978681,vcan0,603,00
1749529915.978710,vcan0,606,00
1749529915.978743,vcan0,607,00000000
1749529916.190497,vcan0,600,00000000
1749529916.190581,vcan0,602,00000000
1749529916.190634,vcan0,601,00000000
1749529916.190679,vcan0,604,00
1749529916.190719,vcan0,603,00
1749529916.190760,vcan0,606,00
1749529916.190811,vcan0,607,00000000
1749529916.399504,vcan0,600,00000000
1749529916.399571,vcan0,602,00000000
1749529916.399610,vcan0,601,00000000
1749529916.399646,vcan0,604,00
1749529916.399676,vcan0,603,00
1749529916.399704,vcan0,606,00
1749529916.399739,vcan0,607,00000000
1749529916.618676,vcan0,600,00000000
1749529916.618742,vcan0,602,00000000
1749529916.618779,vcan0,601,00000000
1749529916.618813,vcan0,604,00
1749529916.618842,vcan0,603,00
1749529916.618871,vcan0,606,00
1749529916.618904,vcan0,607,00000000
1749529916.825525,vcan0,600,00000000
1749529916.825595,vcan0,602,00000000
1749529916.825635,vcan0,601,00000000
1749529916.825669,vcan0,604,00
1749529916.825699,vcan0,603,00
1749529916.825728,vcan0,606,00
1749529916.825763,vcan0,607,00000000
1749529917.034548,vcan0,600,00000000
1749529917.034633,vcan0,602,00000000
1749529917.034685,vcan0,601,00000000
1749529917.034737,vcan0,604,00
1749529917.034784,vcan0,603,00
1749529917.034828,vcan0,606,00
1749529917.034879,vcan0,607,00000000
1749529917.244451,vcan0,600,00000000
1749529917.244518,vcan0,602,00000000
1749529917.244559,vcan0,601,00000000
1749529917.244596,vcan0,604,00
1749529917.244627,vcan0,603,00
1749529917.244656,vcan0,606,00
1749529917.244694,vcan0,607,00000000
1749529917.452478,vcan0,600,00000000
1749529917.452544,vcan0,602,00000000
1749529917.452580,vcan0,601,00000000
1749529917.452614,vcan0,604,00
1749529917.452660,vcan0,603,00
1749529917.452700,vcan0,606,00
1749529917.452762,vcan0,607,00000000
1749529917.660489,vcan0,600,00000000
1749529917.660570,vcan0,602,00000000
1749529917.660621,vcan0,601,00000000
1749529917.660667,vcan0,604,00
1749529917.660711,vcan0,603,00
1749529917.660753,vcan0,606,00
1749529917.660798,vcan0,607,00000000
1749529917.870543,vcan0,600,00000000
1749529917.870624,vcan0,602,00000000
1749529917.870662,vcan0,601,00000000
1749529917.870695,vcan0,604,00
1749529917.870723,vcan0,603,00
1749529917.870752,vcan0,606,00
1749529917.870787,vcan0,607,00000000
1749529918.079901,vcan0,600,00000000
1749529918.079970,vcan0,602,00000000
1749529918.080010,vcan0,601,00000000
1749529918.080046,vcan0,604,00
1749529918.080104,vcan0,603,00
1749529918.080133,vcan0,606,00
1749529918.080165,vcan0,607,00000000
1749529918.291514,vcan0,600,00000000
1749529918.291594,vcan0,602,00000000
1749529918.291635,vcan0,601,00000000
1749529918.291670,vcan0,604,00
1749529918.291700,vcan0,603,00
1749529918.291730,vcan0,606,00
1749529918.291774,vcan0,607,00000000
1749529918.501466,vcan0,600,3ECCCCCD
1749529918.501538,vcan0,602,00000000
1749529918.501577,vcan0,601,00000000
1749529918.501619,vcan0,604,00
1749529918.501663,vcan0,603,00
1749529918.501715,vcan0,606,00
1749529918.501771,vcan0,607,00000000
1749529918.709467,vcan0,600,3F800000
1749529918.709529,vcan0,602,00000000
1749529918.709566,vcan0,601,00000000
1749529918.709598,vcan0,604,00
1749529918.709626,vcan0,603,00
1749529918.709652,vcan0,606,00
1749529918.709682,vcan0,607,00000000
1749529918.919484,vcan0,600,3F800000
1749529918.919550,vcan0,602,80000000
1749529918.919587,vcan0,601,00000000
1749529918.919622,vcan0,604,00
1749529918.919651,vcan0,603,00
1749529918.919679,vcan0,606,00
1749529918.919712,vcan0,607,00000000
1749529919.130483,vcan0,600,3F800000
1749529919.130543,vcan0,602,BDCCCCCD
1749529919.130577,vcan0,601,00000000
1749529919.130608,vcan0,604,00
1749529919.130634,vcan0,603,00
1749529919.130662,vcan0,606,00
1749529919.130693,vcan0,607,00000000
1749529919.342495,vcan0,600,3F800000
1749529919.342558,vcan0,602,BE4CCCCD
1749529919.342597,vcan0,601,00000000
1749529919.342632,vcan0,604,00
1749529919.342660,vcan0,603,00
1749529919.342688,vcan0,606,00
1749529919.342720,vcan0,607,00000000
1749529919.558306,vcan0,600,3F800000
1749529919.558393,vcan0,602,BE99999A
1749529919.558450,vcan0,601,00000000
1749529919.558511,vcan0,604,00
1749529919.558571,vcan0,603,00
1749529919.558612,vcan0,606,00
1749529919.558658,vcan0,607,00000000
1749529919.768464,vcan0,600,00000000
1749529919.768536,vcan0,602,00000000
1749529919.768575,vcan0,601,00000000
1749529919.768609,vcan0,604,00
1749529919.768637,vcan0,603,00
1749529919.768663,vcan0,606,00
1749529919.768708,vcan0,607,00000000
1749529919.970436,vcan0,600,00000000
1749529919.970498,vcan0,602,00000000
1749529919.970540,vcan0,601,00000000
1749529919.970571,vcan0,604,00
1749529919.970597,vcan0,603,00
1749529919.970625,vcan0,606,00
1749529919.970657,vcan0,607,00000000
1749529920.179551,vcan0,600,00000000
1749529920.179627,vcan0,602,00000000
1749529920.179679,vcan0,601,00000000
1749529920.179728,vcan0,604,00
1749529920.179769,vcan0,603,00
1749529920.179813,vcan0,606,00
1749529920.179860,vcan0,607,00000000
1749529920.350284,vcan0,60D,00000020
1749529920.381511,vcan0,600,00000000
1749529920.381586,vcan0,602,00000000
1749529920.381633,vcan0,601,00000000
1749529920.381677,vcan0,604,00
1749529920.381716,vcan0,603,00
1749529920.381753,vcan0,606,00
1749529920.381798,vcan0,607,00000000
1749529920.590423,vcan0,600,00000000
1749529920.590485,vcan0,602,00000000
1749529920.590518,vcan0,601,00000000
1749529920.590548,vcan0,604,00
1749529920.590574,vcan0,603,00
1749529920.590601,vcan0,606,00
1749529920.590633,vcan0,607,00000000
1749529920.797598,vcan0,600,3F666668
1749529920.797683,vcan0,602,00000000
1749529920.797721,vcan0,601,00000000
1749529920.797753,vcan0,604,00
1749529920.797780,vcan0,603,00
1749529920.797806,vcan0,606,00
1749529920.797836,vcan0,607,00000000
1749529921.005414,vcan0,600,3F800000
1749529921.005476,vcan0,602,00000000
1749529921.005532,vcan0,601,00000000
1749529921.005568,vcan0,604,00
1749529921.005596,vcan0,603,00
1749529921.005623,vcan0,606,00
1749529921.006711,vcan0,607,00000000
1749529921.207532,vcan0,600,3F800000
1749529921.207605,vcan0,602,00000000
1749529921.207655,vcan0,601,00000000
1749529921.207701,vcan0,604,00
1749529921.207742,vcan0,603,00
1749529921.207782,vcan0,606,00
1749529921.207829,vcan0,607,00000000
1749529921.415435,vcan0,600,3F800000
1749529921.415496,vcan0,602,00000000
1749529921.415532,vcan0,601,00000000
1749529921.415565,vcan0,604,00
1749529921.415594,vcan0,603,00
1749529921.415624,vcan0,606,00
1749529921.415657,vcan0,607,00000000
1749529921.626448,vcan0,600,00000000
1749529921.626514,vcan0,602,00000000
1749529921.626553,vcan0,601,00000000
1749529921.626589,vcan0,604,00
1749529921.626619,vcan0,603,00
1749529921.626647,vcan0,606,00
1749529921.626680,vcan0,607,00000000
1749529921.840399,vcan0,600,00000000
1749529921.840462,vcan0,602,00000000
1749529921.840497,vcan0,601,00000000
1749529921.840532,vcan0,604,00
1749529921.840560,vcan0,603,00
1749529921.840586,vcan0,606,00
1749529921.840617,vcan0,607,00000000
1749529922.046648,vcan0,600,3F19999A
1749529922.046712,vcan0,602,BDCCCCCD
1749529922.046747,vcan0,601,00000000
1749529922.046779,vcan0,604,00
1749529922.046807,vcan0,603,00
1749529922.046833,vcan0,606,00
1749529922.046864,vcan0,607,00000000
1749529922.247494,vcan0,600,3F800000
1749529922.247573,vcan0,602,BE4CCCCD
1749529922.247622,vcan0,601,00000000
1749529922.247667,vcan0,604,00
1749529922.247708,vcan0,603,00
1749529922.247747,vcan0,606,00
1749529922.247792,vcan0,607,00000000
1749529922.458468,vcan0,600,3F800000
1749529922.458527,vcan0,602,BE99999A
1749529922.458563,vcan0,601,00000000
1749529922.458596,vcan0,604,00
1749529922.458626,vcan0,603,00
1749529922.458652,vcan0,606,00
1749529922.458691,vcan0,607,00000000
1749529922.672418,vcan0,600,00000000
1749529922.672477,vcan0,602,00000000
1749529922.672512,vcan0,601,00000000
1749529922.672547,vcan0,604,00
1749529922.672574,vcan0,603,00
1749529922.672661,vcan0,606,00
1749529922.672696,vcan0,607,00000000
1749529922.879008,vcan0,600,00000000
1749529922.879113,vcan0,602,80000000
1749529922.879188,vcan0,601,00000000
1749529922.879240,vcan0,604,00
1749529922.879279,vcan0,603,00
1749529922.879316,vcan0,606,00
1749529922.879364,vcan0,607,00000000
1749529923.084458,vcan0,600,3F666668
1749529923.084539,vcan0,602,BDCCCCCD
1749529923.084590,vcan0,601,00000000
1749529923.084639,vcan0,604,00
1749529923.084685,vcan0,603,00
1749529923.084731,vcan0,606,00
1749529923.084784,vcan0,607,00000000
1749529923.298534,vcan0,600,3F800000
1749529923.298619,vcan0,602,00000000
1749529923.298674,vcan0,601,00000000
1749529923.298734,vcan0,604,00
1749529923.298783,vcan0,603,00
1749529923.298827,vcan0,606,00
1749529923.298877,vcan0,607,00000000
1749529923.503550,vcan0,600,3F800000
1749529923.503647,vcan0,602,BDCCCCCD
1749529923.503715,vcan0,601,00000000
1749529923.503768,vcan0,604,00
1749529923.503812,vcan0,603,00
1749529923.503845,vcan0,606,00
1749529923.503879,vcan0,607,00000000
1749529923.705481,vcan0,600,00000000
1749529923.705573,vcan0,602,BE4CCCCD
1749529923.705633,vcan0,601,00000000
1749529923.705728,vcan0,604,00
1749529923.705778,vcan0,603,00
1749529923.705817,vcan0,606,00
1749529923.705863,vcan0,607,00000000
1749529923.919539,vcan0,600,00000000
1749529923.919633,vcan0,602,BE99999A
1749529923.919698,vcan0,601,00000000
1749529923.919746,vcan0,604,00
1749529923.919787,vcan0,603,00
1749529923.919828,vcan0,606,00
1749529923.919876,vcan0,607,00000000
1749529924.128337,vcan0,600,00000000
1749529924.128401,vcan0,602,BECCCCCD
1749529924.128434,vcan0,601,00000000
1749529924.128466,vcan0,604,00
1749529924.128493,vcan0,603,00
1749529924.128518,vcan0,606,00
1749529924.128547,vcan0,607,00000000
1749529924.348290,vcan0,600,00000000
1749529924.348374,vcan0,602,BF000000
1749529924.348418,vcan0,601,00000000
1749529924.348454,vcan0,604,00
1749529924.348482,vcan0,603,00
1749529924.348509,vcan0,606,00
1749529924.348542,vcan0,607,00000000
1749529924.571566,vcan0,600,00000000
1749529924.571632,vcan0,602,00000000
1749529924.571666,vcan0,601,00000000
1749529924.571698,vcan0,604,00
1749529924.571725,vcan0,603,00
1749529924.571753,vcan0,606,00
1749529924.571784,vcan0,607,00000000
1749529924.789371,vcan0,600,3F666668
1749529924.789455,vcan0,602,00000000
1749529924.789494,vcan0,601,00000000
1749529924.789529,vcan0,604,00
1749529924.789558,vcan0,603,00
1749529924.789585,vcan0,606,00
1749529924.789620,vcan0,607,00000000
1749529925.012302,vcan0,600,00000000
1749529925.012360,vcan0,602,80000000
1749529925.012402,vcan0,601,00000000
1749529925.012466,vcan0,604,00
1749529925.012497,vcan0,603,00
1749529925.012522,vcan0,606,00
1749529925.012554,vcan0,607,00000000
1749529925.229427,vcan0,600,00000000
1749529925.229491,vcan0,602,00000000
1749529925.229526,vcan0,601,00000000
1749529925.229557,vcan0,604,00
1749529925.229583,vcan0,603,00
1749529925.229607,vcan0,606,00
1749529925.229636,vcan0,607,00000000
1749529925.444383,vcan0,600,3E4CCCCD
1749529925.444486,vcan0,602,00000000
1749529925.444520,vcan0,601,00000000
1749529925.444549,vcan0,604,00
1749529925.444574,vcan0,603,00
1749529925.444696,vcan0,606,00
1749529925.444748,vcan0,607,00000000
1749529925.651390,vcan0,600,3F800000
1749529925.651451,vcan0,602,00000000
1749529925.651485,vcan0,601,00000000
1749529925.651520,vcan0,604,00
1749529925.651548,vcan0,603,00
1749529925.651574,vcan0,606,00
1749529925.651605,vcan0,607,00000000
1749529925.865388,vcan0,600,3F800000
1749529925.865447,vcan0,602,BDCCCCCD
1749529925.865480,vcan0,601,00000000
1749529925.865510,vcan0,604,00
1749529925.865535,vcan0,603,00
1749529925.865560,vcan0,606,00
1749529925.865591,vcan0,607,00000000
1749529926.075392,vcan0,600,3F800000
1749529926.075455,vcan0,602,BE4CCCCD
1749529926.075493,vcan0,601,00000000
1749529926.075526,vcan0,604,00
1749529926.075553,vcan0,603,00
1749529926.075578,vcan0,606,00
1749529926.075609,vcan0,607,00000000
1749529926.282464,vcan0,600,3F800000
1749529926.282541,vcan0,602,00000000
1749529926.282576,vcan0,601,00000000
1749529926.282619,vcan0,604,00
1749529926.282646,vcan0,603,00
1749529926.282671,vcan0,606,00
1749529926.282701,vcan0,607,00000000
1749529926.487301,vcan0,600,3F800000
1749529926.487375,vcan0,602,00000000
1749529926.487410,vcan0,601,00000000
1749529926.487442,vcan0,604,00
1749529926.487469,vcan0,603,00
1749529926.487494,vcan0,606,00
1749529926.487525,vcan0,607,00000000
1749529926.720585,vcan0,600,3F800000
1749529926.720663,vcan0,602,00000000
1749529926.720716,vcan0,601,00000000
1749529926.720765,vcan0,604,00
1749529926.720801,vcan0,603,00
1749529926.720841,vcan0,606,00
1749529926.720890,vcan0,607,00000000
1749529926.952103,vcan0,600,00000000
1749529926.952184,vcan0,602,00000000
1749529926.952228,vcan0,601,00000000
1749529926.952265,vcan0,604,00
